gender,age,province,cps19_votechoice,cps19_votechoice_pr,pes19_votechoice2019,vote_choice,vote_Justin_Trudeau,vote_Andrew_Scheer
Male,61,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,71,British Columbia,Green Party,"NA",Green Party,Green Party,0,0
Male,44,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,64,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,42,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Male,35,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Male,66,British Columbia,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,35,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,64,British Columbia,ndp,"NA","NA",ndp,0,0
Male,39,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,66,Saskatchewan,ndp,"NA","NA",ndp,0,0
Male,45,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,66,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,69,Ontario,NA,Liberal Party,Liberal Party,Liberal Party,1,0
Female,32,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,53,Ontario,Conservative Party,"NA",People's Party,People's Party,0,0
Female,34,Ontario,People's Party,"NA","NA",People's Party,0,0
Male,58,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,70,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,74,Manitoba,Green Party,"NA",Liberal Party,Liberal Party,1,0
Female,60,Quebec,ndp,"NA","NA",ndp,0,0
Male,54,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,66,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,56,British Columbia,Green Party,"NA","NA",Green Party,0,0
Male,60,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,49,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Male,74,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,66,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,45,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,60,Ontario,Green Party,"NA","NA",Green Party,0,0
Male,62,Ontario,Liberal Party,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Female,26,Quebec,Don't know/ Prefer not to answer,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Female,38,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,74,British Columbia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,36,Nova Scotia,ndp,"NA","NA",ndp,0,0
Female,27,Alberta,Green Party,"NA","NA",Green Party,0,0
Male,61,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,54,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Male,61,Nova Scotia,ndp,"NA","NA",ndp,0,0
Female,45,Quebec,ndp,"NA","NA",ndp,0,0
Female,27,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,56,Saskatchewan,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,41,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,24,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Male,38,British Columbia,People's Party,"NA",People's Party,People's Party,0,0
Male,44,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,50,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,56,British Columbia,Green Party,"NA","NA",Green Party,0,0
Male,67,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Male,43,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,34,British Columbia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,57,Ontario,Green Party,"NA","NA",Green Party,0,0
Male,49,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,25,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Female,25,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,20,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,64,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,53,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,41,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Male,47,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,75,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,21,Quebec,Green Party,"NA","NA",Green Party,0,0
Male,63,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,66,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,51,Ontario,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Female,32,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,32,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,57,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,40,Alberta,NA,Conservative Party,"NA",Conservative Party,0,1
Female,44,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,63,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,61,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,41,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,57,Newfoundland and Labrador,Liberal Party,"NA","NA",Liberal Party,1,0
Male,56,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,50,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,30,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,35,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,60,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,46,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,56,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,67,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,46,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,25,Ontario,ndp,"NA","NA",ndp,0,0
Female,52,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,57,Alberta,Conservative Party,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Male,31,British Columbia,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
Female,60,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,72,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,51,Quebec,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,49,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,63,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,20,Alberta,ndp,"NA","NA",ndp,0,0
Female,52,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,45,Ontario,ndp,"NA","NA",ndp,0,0
Male,73,Ontario,Green Party,"NA",Green Party,Green Party,0,0
Female,50,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,71,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,67,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,66,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,27,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,27,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,62,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,34,British Columbia,ndp,"NA","NA",ndp,0,0
Male,69,Ontario,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Female,54,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,42,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,49,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,71,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,37,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,29,Newfoundland and Labrador,NA,Liberal Party,"NA",Liberal Party,1,0
Female,39,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,43,Alberta,NA,"NA",Conservative Party,Conservative Party,0,1
Female,77,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,55,Ontario,Don't know/ Prefer not to answer,"NA",Green Party,Green Party,0,0
Female,67,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,75,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,46,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,72,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,33,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,23,Quebec,Green Party,"NA","NA",Green Party,0,0
Male,63,New Brunswick,Liberal Party,"NA","NA",Liberal Party,1,0
Male,45,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,50,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,52,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,29,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,40,Saskatchewan,ndp,"NA","NA",ndp,0,0
Female,39,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,67,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,53,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,40,New Brunswick,Green Party,"NA","NA",Green Party,0,0
Female,29,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,47,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,49,Ontario,People's Party,"NA","NA",People's Party,0,0
Male,69,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,78,British Columbia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,72,Prince Edward Island,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,79,British Columbia,Green Party,"NA","NA",Green Party,0,0
Female,47,Ontario,ndp,"NA","NA",ndp,0,0
Male,61,Alberta,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
Female,70,Ontario,NA,"NA",NDP,NDP,0,0
Male,52,Alberta,Conservative Party,"NA",People's Party,People's Party,0,0
Male,65,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,48,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,30,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,31,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,34,Newfoundland and Labrador,Another party (please specify),"NA","NA",Another party (please specify),0,0
Female,26,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,38,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,21,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,59,New Brunswick,Green Party,"NA","NA",Green Party,0,0
Male,63,Saskatchewan,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Male,71,Ontario,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Male,62,British Columbia,Green Party,"NA","NA",Green Party,0,0
Female,34,Ontario,ndp,"NA","NA",ndp,0,0
Male,68,Ontario,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Female,25,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,38,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Female,72,Prince Edward Island,Green Party,"NA","NA",Green Party,0,0
Female,44,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Male,49,Saskatchewan,Liberal Party,"NA","NA",Liberal Party,1,0
Female,44,Manitoba,ndp,"NA","NA",ndp,0,0
Female,72,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,25,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,55,Ontario,ndp,"NA","NA",ndp,0,0
Male,39,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,55,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,55,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,58,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,35,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,38,Ontario,ndp,"NA","NA",ndp,0,0
Male,38,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,23,Manitoba,ndp,"NA","NA",ndp,0,0
Female,27,Ontario,ndp,"NA","NA",ndp,0,0
Female,47,Manitoba,Liberal Party,"NA",Conservative Party,Conservative Party,0,1
Male,27,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,24,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,51,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,56,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,37,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,69,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,57,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,73,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,53,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,44,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Female,35,British Columbia,ndp,"NA","NA",ndp,0,0
Female,60,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,73,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,25,Ontario,ndp,"NA","NA",ndp,0,0
Male,25,Manitoba,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,49,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Male,46,Saskatchewan,ndp,"NA","NA",ndp,0,0
Female,22,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,52,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,25,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Male,32,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,63,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,48,Manitoba,Liberal Party,"NA","NA",Liberal Party,1,0
Male,44,British Columbia,Green Party,"NA",NDP,NDP,0,0
Female,63,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,26,British Columbia,ndp,"NA","NA",ndp,0,0
Female,47,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,21,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,65,Nova Scotia,ndp,"NA","NA",ndp,0,0
Male,78,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,24,Quebec,ndp,"NA",NDP,NDP,0,0
Male,59,Ontario,Green Party,"NA",Liberal Party,Liberal Party,1,0
Female,38,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,46,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,20,Nova Scotia,Green Party,"NA","NA",Green Party,0,0
Female,50,Quebec,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,40,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,45,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,77,Quebec,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,51,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,46,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,38,Newfoundland and Labrador,Liberal Party,"NA","NA",Liberal Party,1,0
Male,30,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,72,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,59,British Columbia,ndp,"NA",NDP,NDP,0,0
Male,42,New Brunswick,Liberal Party,"NA","NA",Liberal Party,1,0
Male,60,Ontario,ndp,"NA","NA",ndp,0,0
Female,40,New Brunswick,Liberal Party,"NA","NA",Liberal Party,1,0
Female,52,Ontario,ndp,"NA","NA",ndp,0,0
Female,56,British Columbia,Green Party,"NA","NA",Green Party,0,0
Male,29,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,39,Manitoba,ndp,"NA","NA",ndp,0,0
Male,29,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,68,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,69,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,66,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,30,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,56,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,52,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,18,Newfoundland and Labrador,Liberal Party,"NA","NA",Liberal Party,1,0
Female,28,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,57,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,55,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,53,Alberta,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Male,47,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,58,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,74,British Columbia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,50,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,30,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Male,61,British Columbia,Don't know/ Prefer not to answer,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Female,30,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,38,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,48,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,43,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,31,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,18,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,60,Quebec,ndp,"NA","NA",ndp,0,0
Female,42,British Columbia,NA,Liberal Party,"NA",Liberal Party,1,0
Male,75,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Male,49,Ontario,ndp,"NA","NA",ndp,0,0
Male,35,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,32,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,75,British Columbia,ndp,"NA","NA",ndp,0,0
Male,59,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,37,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,68,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,71,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,44,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,71,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,75,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,41,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,45,Quebec,ndp,"NA","NA",ndp,0,0
Male,30,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,23,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,67,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,69,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,42,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,22,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,69,Nova Scotia,NA,Conservative Party,"NA",Conservative Party,0,1
Female,23,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,41,Quebec,NA,Liberal Party,"NA",Liberal Party,1,0
Female,39,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,65,British Columbia,ndp,"NA","NA",ndp,0,0
Female,51,British Columbia,ndp,"NA",Green Party,Green Party,0,0
Female,58,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,25,Ontario,ndp,"NA","NA",ndp,0,0
Male,48,British Columbia,ndp,"NA","NA",ndp,0,0
Female,30,Ontario,NA,Green Party,"NA",Green Party,0,0
Female,52,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,33,Nova Scotia,People's Party,"NA","NA",People's Party,0,0
Female,45,Quebec,ndp,"NA","NA",ndp,0,0
Female,19,Ontario,ndp,"NA","NA",ndp,0,0
